7	tt10046866:8.5	tt10046898:8.0	tt10046910:8.9	tt10127778:8.7	tt10127782:8.5	tt10127786:9.1	tt10196596:8.6	tt10196610:9.0	tt10196612:9.0	tt10309968:8.8	
\N	tt10059846:-	tt10059848:6.0	tt10196600:-	tt5687088:7.9	
6	tt10196588:7.6	tt10309984:7.5	tt8332740:8.0	tt8332748:9.0	tt8332750:8.3	tt8332752:7.8	tt8332754:8.2	tt8332756:8.4	tt8332758:8.1	tt8332760:7.8	
8	tt11708018:8.6	tt11736158:8.7	tt12154822:8.6	tt12154842:-	tt12154858:8.2	tt12154882:7.6	tt12154898:-	tt12154916:-	tt12154934:-	tt12154954:-	
9	tt14402834:-	tt14451910:-	
1	tt4383250:7.9	tt4573692:8.0	tt4573704:8.5	tt5687090:7.8	tt5687096:8.2	tt6450518:8.1	tt6450522:8.0	tt6450524:8.4	tt6450526:8.0	tt6450528:8.4	
4	tt5589716:8.6	tt5687628:8.6	tt5687630:8.3	tt5687670:8.2	tt5687672:8.2	tt6721466:8.4	tt6721472:8.6	tt6721480:8.4	tt6721502:8.4	tt6721516:8.4	
2	tt5687098:8.3	tt5687108:8.5	tt5687674:8.4	tt5687682:8.4	tt5687690:8.2	tt5687694:8.5	tt5687696:8.4	tt5687698:8.2	tt5687700:8.2	tt5687708:8.8	
3	tt5687632:8.5	tt5687636:8.4	tt5687646:8.5	tt5687648:8.3	tt5687650:8.4	tt5687654:8.5	tt5687656:8.1	tt5687660:8.3	tt5687664:8.1	tt5687666:8.2	
5	tt6721528:8.1	tt6721560:8.6	tt6721580:7.7	tt6721590:8.2	tt6721600:8.2	tt6721612:8.4	tt6721626:8.6	tt6721632:8.5	tt6721642:8.5	tt6721648:8.6	
