16	tt11568232:-	tt11607198:-	tt11651286:-	tt11689714:-	tt11728056:-	tt11770844:-	tt11813142:-	tt11856902:-	tt11951378:-	tt12152554:-	tt12226390:-	tt12309974:-	tt12354250:-	tt12394166:-	tt12481364:-	tt12529428:-	tt12576126:-	tt12622268:-	tt12667754:-	tt12711764:-	tt12791260:-	tt12829630:-	tt12871884:-	tt12919108:-	tt12968278:-	tt12972724:-	tt13013852:-	tt13016668:-	tt13055430:-	tt13095882:-	tt13140800:-	tt13185380:-	tt13271600:-	tt13314366:-	tt13436724:-	tt13481836:-	tt13566872:-	tt13566878:-	tt13579272:-	tt13580020:-	tt13585110:-	tt13608092:-	
1	tt13512528:-	tt13580390:-	
17	tt13534620:-	tt13579290:-	tt13623886:-	
18	tt13579294:-	tt13579300:-	
19	tt13579302:-	tt13579310:-	
2	tt13580392:-	tt13580396:-	
3	tt13580398:-	tt13580402:-	
4	tt13580400:-	tt13580406:-	
5	tt13580408:-	tt13580410:-	
6	tt13580412:-	
\N	tt6681978:-	tt6681980:-	tt6686062:-	
