4	tt0503562:6.7	tt0503568:6.1	tt0503596:6.0	tt0503603:6.3	tt0503614:6.4	tt0503637:6.4	tt0503655:6.2	tt0503660:6.4	tt0503661:6.2	tt0503674:7.1	tt0503675:6.3	tt0503676:6.3	tt0503707:6.2	tt0503712:5.9	tt0503724:5.9	tt0503744:6.3	tt0503754:6.1	tt0503764:6.5	tt0503766:7.4	tt0503768:6.5	tt0503770:6.5	tt0503773:5.8	
2	tt0503563:6.6	tt0503583:6.3	tt0503585:6.7	tt0503604:6.5	tt0503606:7.2	tt0503617:7.1	tt0503635:6.2	tt0503640:7.8	tt0503642:7.2	tt0503650:6.3	tt0503656:6.4	tt0503664:6.6	tt0503683:5.8	tt0503687:7.8	tt0503698:6.1	tt0503704:7.1	tt0503708:7.1	tt0503710:6.6	tt0503718:6.4	tt0503750:6.4	tt0503751:6.5	tt0503765:6.8	
3	tt0503564:6.3	tt0503566:6.4	tt0503567:5.9	tt0503571:6.2	tt0503599:6.5	tt0503609:6.5	tt0503627:6.5	tt0503646:5.9	tt0503648:6.3	tt0503649:7.0	tt0503654:6.3	tt0503658:6.1	tt0503685:6.5	tt0503686:6.3	tt0503692:6.0	tt0503714:5.9	tt0503739:6.1	tt0503745:6.2	tt0503746:6.1	tt0503747:6.3	tt0503748:6.2	tt0503761:6.3	
7	tt0503565:6.2	tt0503578:6.4	tt0503582:6.3	tt0503602:6.4	tt0503615:6.2	tt0503629:6.1	tt0503641:6.8	tt0503653:6.2	tt0503662:6.7	tt0503663:6.3	tt0503672:6.1	tt0503681:6.3	tt0503682:5.9	tt0503695:5.9	tt0503699:6.4	tt0503713:5.8	tt0503717:6.3	tt0503719:6.1	tt0503728:6.2	tt0503732:6.0	tt0503734:6.4	tt0503760:6.3	
1	tt0503569:7.4	tt0503573:7.3	tt0503584:7.2	tt0503595:7.5	tt0503600:7.5	tt0503601:7.4	tt0503610:7.3	tt0503611:6.8	tt0503622:7.6	tt0503623:7.2	tt0503647:7.2	tt0503651:7.2	tt0503684:7.1	tt0503688:7.2	tt0503705:7.2	tt0503706:7.1	tt0503709:7.7	tt0503711:6.8	tt0503731:7.3	tt0503738:7.4	tt0503762:7.4	tt0503769:7.0	
10	tt0503570:6.5	tt0503575:6.2	tt0503594:6.2	tt0503620:6.0	tt0503626:5.9	tt0503634:5.9	tt0503652:6.3	tt0503680:6.2	tt0503703:6.2	tt0503716:5.9	tt0503742:6.3	tt0503753:6.3	tt0503772:6.4	tt0759970:6.4	tt0771353:6.5	tt0771354:5.9	tt0781271:6.3	tt0786730:6.3	tt0787329:6.2	tt0789276:6.0	tt0789277:6.2	tt0789278:5.8	
8	tt0503572:5.5	tt0503580:5.9	tt0503593:6.5	tt0503605:6.0	tt0503616:6.0	tt0503618:6.3	tt0503624:6.0	tt0503630:5.8	tt0503645:6.3	tt0503666:6.4	tt0503667:6.6	tt0503668:6.4	tt0503669:6.3	tt0503673:6.4	tt0503677:6.2	tt0503690:6.2	tt0503729:6.4	tt0503735:6.5	tt0503740:6.3	tt0503741:6.1	tt0503749:6.3	tt0503755:5.8	tt0503763:6.5	
5	tt0503574:6.1	tt0503576:6.0	tt0503581:6.4	tt0503586:6.2	tt0503589:6.1	tt0503590:6.3	tt0503591:6.3	tt0503598:6.3	tt0503619:7.0	tt0503625:6.3	tt0503628:6.2	tt0503633:6.4	tt0503670:6.1	tt0503689:7.2	tt0503693:6.2	tt0503701:6.2	tt0503720:6.5	tt0503722:6.4	tt0503736:6.0	tt0503752:6.3	tt0503756:6.3	tt0503757:5.9	
6	tt0503577:6.4	tt0503587:6.3	tt0503592:6.1	tt0503597:7.1	tt0503608:7.5	tt0503631:6.3	tt0503632:7.5	tt0503638:6.3	tt0503643:6.3	tt0503644:6.3	tt0503659:7.6	tt0503665:6.8	tt0503671:6.0	tt0503694:6.3	tt0503696:6.4	tt0503702:7.0	tt0503721:5.9	tt0503723:6.2	tt0503726:6.2	tt0503737:6.6	tt0503743:7.2	tt0503771:6.0	
9	tt0503579:6.4	tt0503588:6.2	tt0503607:6.4	tt0503612:6.0	tt0503613:6.0	tt0503621:6.3	tt0503636:6.1	tt0503639:6.0	tt0503657:6.0	tt0503678:5.9	tt0503679:5.8	tt0503691:6.5	tt0503697:4.5	tt0503700:5.7	tt0503715:6.4	tt0503725:5.8	tt0503727:6.4	tt0503730:6.0	tt0503733:6.1	tt0503758:5.7	tt0503759:5.9	tt0503767:6.2	
11	tt0824789:7.2	tt0838316:6.5	tt0847771:6.9	tt0847772:6.5	tt0847773:7.2	tt0867612:7.1	tt0867613:6.8	tt0867614:7.6	tt0883002:6.3	tt0887284:6.4	tt0887285:6.5	tt0893620:6.2	tt0907937:7.1	tt0907938:6.8	tt0948133:7.1	tt0956375:6.5	tt0956376:6.2	tt0962200:6.0	tt0991375:6.2	tt1003594:7.2	tt1003595:6.4	tt1012904:6.4	
