9	tt11133128:-	tt11133130:-	tt11133138:-	tt11133140:-	tt11133142:-	tt11133144:-	tt11133146:-	tt9861392:-	
1	tt1930763:7.6	tt1934589:7.7	tt1984429:7.6	tt1984430:7.9	tt1996599:7.4	tt2024658:7.9	tt2027494:7.9	tt2027495:7.8	
2	tt2606800:8.0	tt2618926:7.6	tt2623004:7.8	tt2633786:7.8	tt2664060:7.7	tt2679260:8.1	tt2706680:8.0	tt2721942:8.2	
3	tt3447824:8.1	tt3465506:7.6	tt3479844:7.7	tt3502160:7.7	tt3519306:7.7	tt3540884:7.5	tt3540892:7.7	tt3565270:8.1	
4	tt3693616:7.8	tt4095380:7.7	tt4330906:7.6	tt4350268:7.5	tt4372892:7.9	tt4386902:7.3	tt4440278:7.6	tt4458326:8.1	
5	tt4535824:7.7	tt5002648:7.9	tt5002680:7.7	tt5207196:7.6	tt5207202:7.9	tt5214850:7.7	tt5353496:8.2	tt5447876:7.7	
6	tt5511092:7.7	tt5945438:8.0	tt5945448:8.0	tt6375836:7.7	tt6382364:7.8	tt6390228:7.7	tt6424844:8.1	tt6434736:8.4	
7	tt6948340:7.7	tt7230926:7.7	tt7230930:7.6	tt7230932:7.4	tt7230934:7.6	tt7230936:7.5	tt7230938:7.6	tt7230942:7.8	
8	tt7956184:7.7	tt9508808:7.4	tt9508820:7.5	tt9508838:7.8	tt9510362:8.3	tt9510366:8.2	tt9510368:7.8	tt9510372:8.2	
10	tt9861394:-	
